Serial, Mutex_t1, Mutex_t2, Mutex_t4, Mutex_t8, RWLock_t1, RWLock_t2, RWLock_t4, RWLock_t8
29944,19714,14632,15026
31350,18764,13766,14297
31502,19059,14096,14411
32011,18847,15107,15201
31527,18239,13233,14069
33026,20284,13172,14355
29972,17834,13018,14440
31999,18451,13206,14507
31133,18711,13373,14327
30795,18448,13482,14452
26706,12364,8706,9831
20731,12136,9767,9590
20495,11683,8775,9991
20771,11960,9590,9523
20952,11920,9047,9503
21186,12496,9048,10651
23450,13163,10068,10311
23522,13364,9651,10628
23912,13784,10606,10384
25091,13810,11025,10315
23732,13608,10211,10793
23573,13634,9717,10871
23099,13425,11896,11386
27003,15574,11023,12221
26312,15422,10786,11948
26219,15309,10848,11925
26996,15160,9954,9420
21324,12197,8735,9903
20910,12065,8531,9558
21519,14278,8591,9738
21381,12209,9316,9387
20744,12470,9269,9524
20774,12319,8779,9635
20464,12104,8841,9328
20768,12123,8701,9418
22631,12832,9781,9532
22063,13379,9158,9519
21601,13687,8808,9280
21482,12173,8909,9529
20441,12502,9364,9499
21371,12021,8937,9754
21668,12817,9578,10386
23224,13421,10108,10828
22618,13772,10044,10297
22079,12318,9244,9321
20965,12110,8589,9644
21640,12102,8651,9492
21444,12358,10447,9167
20716,12196,10082,9356
21409,12329,8866,9241
20906,12126,9099,9182
20970,12018,9777,9767
20617,12646,8739,9634
21724,12855,8864,9355
20904,12062,8940,9552
21414,12342,9882,9642
20400,13197,10480,9739
21855,14073,9070,9429
21414,12621,9195,9488
21806,11839,9187,9522
21697,12557,8950,9408
21135,12570,9069,9814
21590,12864,8342,9396
21242,12313,8481,9794
21360,12608,9064,9577
21056,11996,8755,9656
21481,12020,8973,9403
20859,11955,9223,9544
21103,12004,10694,9752
