Serial, Mutex_t1, Mutex_t2, Mutex_t4, Mutex_t8, RWLock_t1, RWLock_t2, RWLock_t4, RWLock_t8
65526,59667,36842,32919
68869,61949,41048,35495
68714,54022,36571,36418
98782,55380,38031,34076
74033,63356,40991,44541
82909,59480,36411,36498
65170,83129,39479,34148
81104,58388,43171,35221
74191,64420,37828,36437
65786,57519,46354,33617
64761,56886,38624,34212
70846,51520,43626,33107
85713,51880,39761,32005
74694,54647,38968,35418
78167,56197,39422,32781
65701,55459,38009,33066
68941,54898,39195,33947
76930,55973,41227,34484
70344,61508,36346,33199
95722,55989,40807,35105
89630,52737,38492,36128
91070,58587,41172,37970
68336,55151,40428,37066
80683,54190,40241,46083
75951,51919,40627,36141
81155,79263,43174,40643
81855,84121,45973,38916
77608,58426,41245,34629
76126,54143,47281,35412
72620,59416,41538,35305
66165,51632,40979,35781
72509,56940,43589,41717
76728,61201,44569,39329
74954,61417,44278,41294
79914,64811,49810,41161
83488,63855,41331,39252
84266,61767,43010,33199
80839,57199,38069,35268
84113,54488,37827,34741
68523,62193,39242,39568
68208,51154,36713,35593
67088,56676,37267,35075
68040,53928,39651,34554
64906,66459,47654,44696
68584,51031,40350,34000
68598,63607,44583,33938
76292,56565,45612,46330
77428,64984,42539,44931
82582,61396,41410,34239
66261,55164,41728,48453
78547,56477,39068,43954
79005,63516,43827,34450
84515,55010,44501,42518
81552,59943,41022,36454
87390,55380,52733,36473
100852,66537,40097,33482
66481,51830,39727,35527
74285,53872,39584,33571
64760,51928,37980,42567
87838,54714,38763,35132
65333,50991,36266,46631
77486,51834,39975,34003
67009,54607,43636,34128
65976,52722,42060,34847
63659,50732,38182,34162
65733,54726,36392,32866
66426,66928,41237,34634
71979,53427,36690,34133
65473,53321,37338,35715
90488,56911,40486,35251
66744,56825,39353,32934
70600,52442,40471,34865
80714,51188,39758,33435
67060,51988,37510,34789
66426,54776,35673,34947
66284,52157,38969,34206
64741,51700,41606,33127
67322,52065,40233,33421
66850,54719,38698,33691
76595,55672,38721,34216
66004,57174,37489,34838
66466,54014,39039,34859
67659,55453,38036,33574
68961,53332,42559,34299
66161,50225,39408,33816
65322,53356,36545,36215
64506,53689,36367,36299
66182,57558,37641,34548
66245,51700,38963,33454
65558,54225,38020,36319
65187,54010,38256,34906
68795,52582,37952,32916
66245,53483,40801,34939
71172,53461,36847,33336
64387,54119,39237,35908
67323,55281,41524,36866
65740,59909,38436,33495
66793,52337,38485,35969
66798,57547,36640,35797
64566,52138,38150,39252
67631,56798,36848,33911
65928,51795,37893,32609
65537,60414,39557,33634
71508,61126,38777,38111
66147,51252,37345,33740
68032,52388,37767,36266
65689,53071,39104,33425
66292,51704,41199,34385
65215,51135,38334,33873
65976,51632,37287,32680
66939,54619,36951,33310
64139,52330,39146,40209
73573,51088,39557,39439
65435,55421,39079,34917
65055,54512,40433,36134
65845,59757,37557,34394
74128,68533,39982,32711
70207,53651,36749,37429
65320,54492,37191,33783
67499,54699,37343,35252
77477,57573,38226,35769
66687,54478,40819,34077
65067,62599,38362,35915
65810,51252,37607,33947
68701,56074,39464,35787
67453,52046,39235,38229
73410,59396,40915,38040
83552,54892,40781,33340
70475,60474,44859,35632
68929,53498,38015,34892
74769,55656,41865,33722
65120,51038,45730,35125
66101,54739,40489,33631
77676,51755,36885,35462
66368,51320,37180,33346
67168,55213,42485,34387
70860,64036,40938,39320
77822,54730,39861,34411
71941,54387,38679,33212
77247,60347,38797,39181
68943,52532,41657,33432
65400,52808,39130,34775
64849,54650,39597,34528
66313,51508,43875,33407
65374,51212,38470,36365
70875,53542,36872,34567
65315,57803,40899,33942
74154,51895,42026,33697
65511,55026,37706,35208
64757,56286,35984,34827
72637,58071,38225,32421
65111,50688,38045,35859
69335,54084,40146,35060
66233,51325,40353,36514
68804,56382,41225,35395
69227,56432,42847,33472
65446,53060,38729,33658
66949,53190,40948,34828
69786,72302,39383,32919
65445,52059,37406,34701
67505,50802,38677,34403
67505,52887,40424,32569
64934,57013,36110,36063
65620,53115,42243,32793
70581,63277,36771,34395
66083,56197,41468,35783
64116,53982,40518,34163
